SiO2,TiO2,Al2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Sr,Y,Rb,Ba,Hf,Nb,Ta,Th,Crustal_Thickness
64.83,0.83,17.44,3.62,0.07,2.29,4.17,2.57,3.82,0.35,22.1062,47.6004,6.19559,23.2192,4.399,1.45557,3.66837,0.634363,2.81488,0.539064,1.31749,0.201036,1.17076,0.178164,696,18,39,693,3.36847,8,0.377338,8.00063,64.34
65.01,0.82,17.44,3.55,0.07,2.29,4.09,2.53,3.86,0.35,27.5356,59.0232,7.51241,28.1718,5.48893,1.567,4.06961,0.66428,2.8716,0.52906,1.30742,0.200234,1.15179,0.175078,652,18,50,730,3.86387,8,0.428719,9.84777,64.37
61.78,0.81,17.17,5.24,0.09,2.7,5.59,3.88,2.5,0.22,28.9,59.3,6.3,23,3.9,0.8,5.4,0.4,2,0.4,1.1,0.1,0.9,0.1,564,11.5,87.5,839,1.3,7,3.3,13.2,65.14
61.86,0.81,17.21,5.33,0.09,2.84,5.75,3.48,2.42,0.23,34.3,70.1,8.6,32.7,5.5,1,4.1,0.4,1.9,0.3,0.9,0.1,0.7,0.1,911,8,79,1056,0.8,6,1.8,5.6,65.15
62.19,0.88,17.05,5.2,0.08,2.56,5.57,3.89,2.36,0.22,18.2,40.9,4.34,15.4,3.35,0.944,3.01,0.457,2.24,0.461,1.35,0.173,1.26,0.185,592,17,96,982,3.28,9,0.392,10,65.18
61.65,0.76,16.71,5.36,0.1,3.16,5.93,3.65,2.49,0.18,24.7761,51.5929,4.99365,14.8819,2.1456,0.874394,2.39154,0.263297,1.19185,0.208637,0.65606,0.0989935,0.622949,0.106409,225,10,112,1276,3.93712,14,0.907936,6.5956,65.36
62.76,0.87,16.73,5.03,0.09,2.55,5.47,3.7,2.57,0.22,39.1118,82.3543,8.91626,31.1027,4.85899,1.75101,4.71029,0.536917,2.29653,0.391145,1.08643,0.159598,0.932026,0.151667,858,13,81,1509,4.7085,14,0.70473,6.48008,65.36
63.75,0.8,15.99,4.82,0.08,2.69,4.95,3.72,3,0.2,31.4667,73.8433,9.39227,39.2953,7.90292,2.50619,7.13909,0.975418,4.50836,0.821192,2.10902,0.308595,1.74304,0.281671,918,27,39,1003,4.75267,13,0.653402,4.08819,65.36
63.41,0.86,16.26,5.01,0.08,2.73,5.07,3.51,2.85,0.22,14.8225,30.3873,3.32224,12.1047,1.97299,0.389938,1.33265,0.163299,0.857849,0.150915,0.373721,0.056574,0.385522,0.0557281,438,5,154,911,2.3598,9,0.622269,8.45982,65.39
64.1,0.76,16.25,4.7,0.08,2.57,4.91,3.56,2.89,0.18,12.8,29.6,3.12,12.3,2.42,0.668,2.36,0.308,1.8,0.348,1.01,0.141,0.947,0.152,559,12,95,729,2.49,7,0.459,5.77,65.48
57.32,1.08,17.78,7.32,0.1,4,7.25,3.01,1.92,0.22,16.9,40.3,5.2,20.2,4.1,1.3,4.2,0.6,3.8,0.7,2.2,0.3,2,0.3,647,22,59,581,3.2,6,0.3,4.1,65.48
57.09,0.88,16.73,6.74,0.1,5.76,7.06,3.68,1.73,0.22,7.32879,14.5836,1.70372,6.26679,1.05764,0.212614,0.875193,0.127016,0.803281,0.164112,0.47532,0.0784257,0.573139,0.0880539,270,16,141,1130,4.74146,17,0.706736,2.9205,65.59
64.4,0.67,16.38,4.29,0.07,2.31,4.47,4.34,2.88,0.18,26.9042,54.6273,7.47611,30.6217,5.72274,1.32886,4.56866,0.56106,3.07632,0.584081,1.27867,0.198603,1.26491,0.1863,667,20,62,688,5.42243,6,1.01032,6.35893,65.74
74.56,0.23,13.89,1.33,0.08,0.3,1.08,4.06,4.42,0.05,9.06,38.42,2.05,6.79,1.46,0.69,1.38,0.23,1.08,0.25,0.71,0.14,0.82,0.16,196,16,113,1087,3.82,12,0.51,3.01,66.04
74.34,0.22,13.79,1.42,0.09,0.44,1.28,3.13,5.24,0.06,11.82,31.41,2.34,7.53,1.48,0.64,1.42,0.22,1.05,0.25,0.69,0.15,0.83,0.15,205,16,119,1003,2.4,12,0.44,3.21,66.04
73.43,0.24,14.64,1.58,0.06,0.5,1.02,3.82,4.42,0.28,26.002,56.9663,7.15325,26.2955,5.00735,1.531,4.35496,0.615793,2.85925,0.489462,1.28058,0.193907,1.07831,0.155254,680,18,51,800,3.87063,9,0.435143,9.26576,66.63
56.39,1.17,16.72,7.75,0.11,4.89,6.92,3.7,2.11,0.25,25.2,48.8,6.3,25.5,5.4,1.47,4.6,0.66,3.74,0.69,1.91,0.27,1.57,0.23,587,18.3,42.5,810,4.27,10,0.61,3.31,66.69
58.14,1.22,16.23,6.98,0.1,4.28,6.2,3.85,2.67,0.33,38.9,73.6,9.07,34.6,6.41,1.72,4.92,0.68,3.62,0.64,1.85,0.25,1.48,0.21,693,18,77.1,912,4.88,16.4,1.11,5.14,66.83
66.13,0.67,15.76,4.3,0.06,1.77,3.82,3.9,3.39,0.19,46.5,87.8,10.2,33.3,6.21,1.32,4.56,0.67,3.13,0.56,1.43,0.21,1.26,0.19,452,17,120,1020,5.83,12,1.04,12.3,66.86
64.68,0.74,16.25,4.79,0.06,2.05,4.24,3.99,2.98,0.21,40.2,76.6,8.98,30.4,5.65,1.32,4.1,0.57,2.69,0.47,1.13,0.15,0.96,0.14,519,14.5,108,995,5.53,12.3,0.9,11.5,66.86
61.15,0.94,16.85,5.88,0.08,3.02,5.36,3.92,2.53,0.26,31,58.3,7.27,28.1,5.61,1.37,4.37,0.58,3.11,0.55,1.52,0.2,1.24,0.17,517,14.9,66.5,902,4.65,9.85,0.62,6.69,66.86
68.22,0.57,15.41,3.51,0.04,1.23,3.12,4.01,3.72,0.16,40.5,74.1,8.87,32.7,6.11,1.29,3.81,0.46,2.26,0.35,0.92,0.12,0.72,0.1,392,9.87,113,1140,5.72,12.2,0.94,11.5,66.95
68.18,0.58,15.42,3.67,0.05,1.25,3.04,4.02,3.6,0.19,37.2,71.1,8.38,28.2,6.01,1.23,3.47,0.48,1.96,0.35,0.88,0.11,0.7,0.1,403,10.4,114,1150,6.53,12.4,0.95,11.9,67.03
68.82,0.56,15.21,3.56,0.04,1.29,3.05,3.75,3.53,0.18,42.2,79.4,9.42,31.3,5.75,1.23,3.82,0.52,2.16,0.38,0.9,0.11,0.72,0.1,397,10.9,112,1090,5.86,11.9,0.88,11.4,67.03
66.86,0.62,15.71,4.06,0.05,1.58,3.43,3.89,3.62,0.18,36,67.9,8.31,31.6,5.9,1.26,4.25,0.52,2.58,0.42,1.11,0.15,1,0.15,413,11.9,113,1060,5.77,12.3,1.09,12.1,67.03
64.9,0.74,15.92,4.67,0.06,1.95,4.21,3.65,3.67,0.22,39,73.7,8.9,33.4,6.61,1.38,5.21,0.65,3.31,0.56,1.58,0.22,1.4,0.2,432,15.9,109,1000,5.94,13.3,1.01,11,67.03
61.77,0.93,16.77,5.72,0.08,2.66,5.19,3.88,2.74,0.25,34.1,63.8,7.89,30.7,5.98,1.41,5,0.65,3.62,0.64,1.81,0.26,1.57,0.22,507,18.1,79,951,4.88,11.8,0.75,7.49,67.03
57.87,1.29,15.28,6.08,0.09,5.61,5.76,2.89,4.49,0.62,40.2683,72.9274,7.55752,25.1917,4.24619,0.830245,3.60427,0.478202,2.74038,0.514813,1.52861,0.211613,1.42921,0.221386,357,19,183,697,2.67052,13,1.34247,34.4213,67.6
75.23,0.18,13.8,1.04,0.01,0.27,1.85,2.89,4.7,0.04,19.64,35.94,3.96,13.69,2.31,0.55,2.04,0.31,1.67,0.35,0.99,0.17,1.02,0.13,338.4,9.75,124.8,732.7,1.96,3.97,0.49,13.95,74.89
72.68,0.19,14.22,2.9,0.03,0.35,1.35,3.57,4.62,0.08,40.9,67.6,7.57,25.8,3.87,0.78,3.16,0.38,1.85,0.33,0.94,0.129,0.85,0.128,336,10.2,236,830,0,5.1,0,28.59,72.41
73.38,0.19,14.97,1.16,0.02,0.41,2.42,3.65,3.73,0.07,19.53,36.29,4.07,14.12,2.29,0.65,1.91,0.27,1.28,0.25,0.66,0.11,0.62,0.08,584,6.68,87.7,983,2.41,3.12,0.31,12.73,74.89
74.75,0.21,13.83,1.51,0.02,0.41,2.32,3.31,3.55,0.08,19.63,36.02,4.05,14.15,2.3,0.61,2.01,0.28,1.39,0.27,0.72,0.12,0.7,0.09,458,7.25,103.3,1008,3.86,3.47,0.34,13.98,74.89
74.57,0.25,14.45,1.53,0.01,0.41,0.58,4.03,4.12,0.05,12.92,24.77,3.54,12.9,2.15,0.4,1.27,0.16,0.72,0.13,0.35,0.05,0.39,0.07,337,3.77,132,705,2.49,4.45,0.3,8.09,75.89
70.77,0.24,15.74,2.27,0.04,0.5,2.4,4.92,3.04,0.09,14.3,27.6,2.98,11.1,1.8,0.46,1.09,0.14,0.68,0.13,0.33,0.047,0.32,0.055,735,4,84,513,2.8,3.7,0.17,8.36,76.23
71.34,0.24,15.86,1.49,0.04,0.5,2.42,4.96,3.06,0.09,14.3,27.6,2.98,11.1,1.8,0.46,1.09,0.14,0.68,0.13,0.33,0.047,0.32,0.055,735,4,84,513,2.8,3.7,0.17,8.36,76.23
69.88,0.37,16.24,1.8,0.05,0.51,1.61,5.57,3.83,0.13,20.5,38.7,4.63,17.2,2.67,0.61,1.5,0.2,1,0.18,0.47,0.06,0.41,0.07,380,5.18,164,713,2.7,4.8,0.36,15.2,75.87
75.27,0.3,13.13,1.72,0.03,0.64,2.11,2.78,3.92,0.09,37.1,71.06,8.03,28.19,4.27,0.76,3.45,0.43,1.85,0.34,0.89,0.13,0.77,0.1,349.9,9.03,90.9,1301,3.21,3.8,0.41,18.58,74.89
70.62,0,14.33,2.76,0,1.02,3.07,4.09,4.09,0,35,62,8,28,5,1,3,0,2,0,1,0,1,0,623,9,191,838,3,10,1,28,71.05
71.65,0,14.33,2.76,0,1.02,2.05,4.09,4.09,0,37,63,7,27,4,1,3,0,2,0,1,0,1,0,664,8,207,857,2,8,1,26,71.05
72.87,0,14.17,1.82,0,1.01,2.02,4.05,4.05,0,28,47,5,19,3,1,2,0,1,0,1,0,1,0,567,6,227,861,1,9,1,22,71.05
70.47,0,15.32,2.92,0,1.02,2.1,4.08,4.08,0,38,66,8,28,5,1,4,0,2,0,1,0,1,0,550,11,218,848,1,10,1,30,71.05
69.04,0.3,16.19,4.24,0.02,1.08,1.33,3.95,3.8,0.05,8.52,16.98,2.05,7.46,1.22,0.29,0.72,0.1,0.54,0.11,0.31,0.05,0.4,0.08,579,3.05,133,670,2.72,3.65,0.31,8.98,75.89
71.28,0.3,15.4,1.95,0.02,0.85,1.52,4.78,3.79,0.11,17.2,32.19,3.83,13.47,2.46,0.63,1.86,0.28,1.43,0.28,0.77,0.12,0.73,0.12,569.2,7.01,184,634.3,3.24,4.16,0.43,15.62,71
69.69,0.3,16.53,1.94,0.02,0.74,2.37,4.63,3.66,0.11,28.6,45.9,4.99,16.6,2.59,0.64,1.98,0.22,0.99,0.18,0.5,0.06,0.43,0.07,697,5.2,140,770,6.2,4.6,0,0,75.76
70.27,0.31,15.06,1.63,0.04,0.86,1.91,4.19,5.61,0.13,34.2,67.7,7.38,25.7,4.55,1.01,2.63,0.31,1.41,0.23,0.69,0.087,0.66,0.092,628,7.12,372,1146,2.79,10.2,0.82,44.9,74.37
72.96,0.32,14.73,1.31,0.01,0.77,1.2,3.6,4.99,0.1,27.3,44.5,6.09,21.8,3.81,0.78,2.78,0.39,2.11,0.38,1.03,0.16,1.1,0.15,288,10.8,234,602,3.63,10.5,1.6,20.2,71.09
71.12,0.32,15.67,1.93,0.02,0.78,1.6,4.68,3.77,0.1,19.72,38.71,4.36,16.12,2.63,0.62,1.81,0.23,1.11,0.21,0.54,0.08,0.49,0.07,497.2,5.46,192.9,632.8,3.5,4.63,0.46,9.94,71
71.08,0.33,15.55,2.07,0.03,0.9,2.09,4.03,3.79,0.14,32.8,62.6,7.22,25.7,4.16,0.82,3.51,0.36,1.56,0.27,0.81,0.07,0.74,0.09,534,7.8,291,556,7.6,12,0,0,74.39
71.04,0.33,15.71,2.1,0.03,0.94,2.49,4.04,3.23,0.08,26.4,52.4,6.17,23.6,4.91,0.96,3.97,0.51,2.51,0.39,1.05,0.13,0.82,0.12,262,11.7,245,615,2.54,12.1,1.23,13,69.96
72.01,0.33,14.13,1.86,0.04,0.92,2.17,4.35,4.03,0.16,32,66.1,7.29,25.9,4.55,0.8,2.5,0.31,1.48,0.23,0.74,0.087,0.69,0.1,469,7.41,302,347,3.25,10.8,0.88,51.7,74.37
72.66,0.33,13.91,1.65,0.03,0.76,1.91,4.37,4.24,0.13,45.4,90.2,8.81,29,4.8,0.88,2.67,0.32,1.37,0.23,0.68,0.083,0.57,0.085,582,7.08,270,672,3.33,8.54,0.66,29.5,74.37
70.38,0.33,15.14,1.83,0.03,0.79,2.26,4.27,4.86,0.11,35.5,71,7.31,24.5,3.96,0.88,2.44,0.31,1.56,0.22,0.75,0.09,0.7,0.095,583,7.75,187,794,3.19,8.94,0.84,26.8,74.37
69.08,0.33,16.05,2.35,0.05,1.12,2.75,4.22,3.9,0.15,24.6,52.3,5.94,21,3.58,0.93,2.09,0.26,1.22,0.2,0.59,0.073,0.48,0.082,814,6.2,158,1042,2.14,5.78,0.55,22.6,75.92
72.76,0.33,14.47,1.53,0.01,0.75,1.83,3.93,4.27,0.12,17.4,31.55,3.72,14.8,2.44,0.65,1.75,0.23,0.89,0.14,0.39,0.05,0.34,0.05,569,4.33,101,635,4,4,0.34,9.5,74.47
69.06,0.33,17.01,2.8,0.1,0.84,2.58,4.07,3.07,0.15,31.1,57.2,6.43,22.5,3.58,0.78,2.75,0.32,1.51,0.29,0.84,0.12,0.8,0.12,647,8.8,133,730,5.5,6.7,0,0,71.31
70.27,0.35,15.96,1.96,0.06,0.98,2.84,3.82,3.61,0.15,24.4,47.7,5.3,19.8,3.22,0.87,2.43,0.27,1.25,0.21,0.6,0.081,0.53,0.082,689,6.9,159,823,3.42,4.28,0.33,14.2,74.41
69.77,0.35,15.57,1.4,0.01,0.79,1.71,4.74,5.53,0.12,22.41,38.89,5.25,18.4,2.95,0.75,1.75,0.23,1.11,0.18,0.44,0.06,0.35,0.05,689,4.12,159,888,3.1,4.5,0.6,9.7,74.47
71.39,0.35,15.44,1.64,0.02,1.16,2.01,4.25,3.63,0.1,21,38.9,4.43,15.9,2.59,0.58,1.68,0.21,0.94,0.15,0.41,0.06,0.37,0.06,513,4,118,621,2.15,3.95,0.27,14.8,75.81
69.39,0.35,16,1.51,0.01,0.84,1.74,4.59,5.45,0.11,15.54,29.69,3.99,14.8,2.46,0.69,1.48,0.2,1.09,0.19,0.46,0.07,0.43,0.06,647,4.12,173,951,3.1,4.1,0.52,8.8,74.47
71.73,0.36,14.99,2.99,0.02,1.01,1.36,3.88,3.59,0.05,14.18,28.09,3.33,12.03,1.78,0.43,1.06,0.14,0.69,0.13,0.36,0.05,0.39,0.07,641,3.6,117,731,2.51,3.47,0.26,5.93,75.89
70.59,0.36,15.61,1.92,0.02,0.87,1.63,5.07,3.78,0.14,26.7,50.6,5.72,21.1,3.31,0.66,1.84,0.2,0.91,0.16,0.41,0.06,0.35,0.05,508,4.6,177,730,0,4.1,0.28,24.4,75.85
70.13,0.36,15.76,1.5,0.01,0.89,2.02,4.58,4.62,0.13,34.06,60.28,6.77,22.8,3.4,0.81,1.86,0.25,1.1,0.19,0.44,0.06,0.34,0.05,660,4.04,146,808,3.1,4.6,0.57,4,74.47
70.68,0.36,15.67,1.54,0.01,0.81,1.98,4.2,4.61,0.13,20.15,36.62,4.24,16.6,2.76,0.73,2.02,0.31,0.98,0.17,0.67,0.07,0.42,0.06,666,4.8,114,748,4.5,4.5,0.4,10.1,74.47
69.8,0.36,15.98,1.38,0.01,0.76,2.01,4.78,4.8,0.11,21.33,40.57,5.14,18.7,3.07,0.77,1.74,0.23,1.05,0.17,0.39,0.05,0.32,0.05,688,3.78,151,750,3,4.3,0.51,7.9,74.47
69.41,0.36,15.82,2.48,0.05,1.16,2.72,4.08,3.76,0.15,29.6,60.2,6.7,23.8,4,0.93,2.42,0.29,1.4,0.24,0.62,0.092,0.54,0.086,724,7.17,162,800,3.28,6.91,0.6,29.1,75.92
70.56,0.36,15.69,1.89,0.01,0.82,2.15,4.57,3.82,0.13,17.84,33.37,4,15.7,2.67,0.71,2.24,0.26,0.95,0.16,0.44,0.06,0.41,0.06,666,4.83,96,712,3.6,4.8,0.44,10.3,74.47
69.39,0.37,16.03,1.84,0.01,0.77,1.52,4.51,5.44,0.12,15.8,30.71,3.96,14.1,2.54,0.65,1.56,0.21,1,0.17,0.41,0.06,0.36,0.05,641,3.98,161,1059,3.1,4.6,0.57,9.2,74.47
70.9,0.37,16.93,2.44,0,0.98,0.44,4.6,3.21,0.13,19.4,38.7,4.4,15.4,2.58,0.69,2.26,0.27,1.21,0.25,0.66,0.09,0.53,0.09,590,7.7,104,625,3.7,3,0,0,75.08
70.31,0.37,15.66,2.01,0.01,0.86,2.16,4.45,4.02,0.14,17.66,31.78,3.75,14.9,2.46,0.67,1.81,0.23,0.93,0.21,0.42,0.05,0.36,0.05,702,4.45,89,908,4.6,23.7,1.77,14.4,74.47
69.79,0.38,16.07,1.9,0.05,0.92,2.83,4.37,3.57,0.14,21.7,41.2,4.88,18.3,2.85,0.62,1.59,0.21,0.98,0.18,0.44,0.06,0.43,0.07,333,4.77,153,643,2.8,4.48,0.37,15.4,75.87
70.51,0.38,15.01,1.96,0.02,0.99,2.4,3.6,4.96,0.17,28.5,54.8,6.3,23.4,3.78,0.8,2.15,0.24,1.15,0.19,0.5,0.07,0.43,0.07,569,5.7,229,770,0,3.6,0.23,26,75.85
70.3,0.38,15.94,2.17,0.02,0.82,2.33,4.43,3.49,0.11,20.5,40.3,4.55,16.2,2.91,0.646,1.81,0.24,1.15,0.19,0.55,0.079,0.48,0.078,754,5,127,864,3.2,4.8,0.5,10.1,74.61
70.3,0.38,15.94,2.17,0.02,0.82,2.33,4.43,3.49,0.11,20.5,40.3,4.55,16.2,2.91,0.646,1.81,0.24,1.15,0.19,0.55,0.079,0.48,0.078,754,5,127,864,3.2,4.8,0.5,10.1,74.62
68.53,0.38,16.18,2.23,0.15,1.31,3.08,3.7,4.29,0.15,24,45.6,5.42,20.4,3.09,0.68,1.68,0.22,1.08,0.19,0.48,0.07,0.45,0.07,1016,5.03,224,907,2.97,4.63,0.4,18.3,75.87
69.88,0.38,16,2.4,0.03,1.13,3.36,4.62,2.06,0.15,18.39,37.03,4.54,17.17,2.9,0.77,2.17,0.29,1.25,0.25,0.67,0.1,0.62,0.08,936,6.41,62.2,739.5,5.07,4.18,0.3,6.93,74.89
70.53,0.38,15.38,2.18,0.03,0.96,2.19,4.42,3.81,0.12,28.65,53.85,5.97,21.16,3.37,0.73,2.39,0.3,1.48,0.28,0.75,0.11,0.72,0.1,615.5,7.68,213,623.1,3.33,5.88,0.6,20.24,71
68.52,0.39,15.73,2.85,0.05,1.39,3.08,4.08,3.72,0.19,32.9,68.9,7.58,27,4.37,1.08,2.82,0.34,1.55,0.28,0.77,0.1,0.59,0.1,766,8.42,153,845,2.77,7.83,0.67,31.9,75.92
71.46,0.39,15.99,1.64,0.02,0.9,4.49,1.7,3.32,0.08,25.6,47.71,5.55,18.99,2.94,0.81,1.7,0.23,1.17,0.22,0.59,0.09,0.67,0.12,360,6.37,143,490,3.13,5.71,0.49,16.99,74.39
70.03,0.39,15.29,1.65,0.01,1.08,2.57,4.17,4.64,0.17,28.3,54.7,6.31,23.6,3.88,0.8,2.23,0.25,1.17,0.2,0.51,0.07,0.44,0.07,674,6,208,850,0,3.6,0.24,29.5,75.85
68.91,0.39,15.6,2.04,0.02,1.05,2.66,4.13,5.02,0.18,31.6,60.9,6.98,25.8,4.2,0.84,2.39,0.26,1.29,0.22,0.56,0.08,0.49,0.08,765,6.5,229,910,0,4.6,0.29,24.8,75.85
68.51,0.4,15.78,1.87,0.03,1.34,2.06,2.65,7.17,0.18,35.2,65.5,7.18,24.9,3.8,0.81,3.04,0.29,1.29,0.22,0.68,0.09,0.59,0.1,519,6.7,424,894,5.7,6.1,0,0,74.64
70.22,0.41,16.52,1.98,0,1.34,2.46,3.89,3.02,0.16,20.3,41.4,5.07,19.6,3.39,0.9,2.69,0.33,1.57,0.31,0.83,0.12,0.77,0.13,912,8.7,72.3,984,4.5,3.7,0,0,75.27
71.15,0.41,14.87,2.51,0.01,1.04,2.73,3.41,3.74,0.14,19,36.9,4.3,15.9,2.76,0.73,2.53,0.34,1.65,0.36,1.08,0.15,1.14,0.18,576,10.2,76,668,6.2,4.4,0,0,74.91
69.3,0.41,16.21,2.33,0.03,1.21,3.59,4.72,2.04,0.16,20.8,46.82,5.96,22.48,3.81,1.01,2.85,0.37,1.72,0.32,0.9,0.16,0.94,0.12,849.3,8.65,46.3,736.4,6.79,4.99,0.51,8.88,74.89
69.48,0.42,15.37,2,0.01,1.06,2.58,4.3,4.6,0.18,27.8,53.8,6.23,23.3,3.77,0.81,2.2,0.25,1.15,0.19,0.48,0.06,0.39,0.06,695,5.6,204,820,0,3.7,0.24,25,75.85
69.53,0.42,15.25,2,0.02,1.04,2.71,4.15,4.69,0.18,26,49.9,5.82,21.6,3.59,0.76,2.15,0.25,1.15,0.2,0.49,0.07,0.4,0.06,638,5.7,204,700,0,3.7,0.24,24.7,75.85
68.52,0.42,16.54,2.47,0.04,1.12,2.29,5.14,3.33,0.13,16,31.7,3.69,13.9,2.5,0.667,1.83,0.22,1.1,0.19,0.54,0.075,0.47,0.073,767,5,106,727,2.7,3.9,0.35,7.69,74.62
69.05,0.43,15.69,2.18,0.03,1.02,2.49,4.68,4.28,0.14,35.9,70.5,7.56,26.3,4.48,0.97,2.65,0.34,1.63,0.24,0.78,0.087,0.76,0.1,713,7.99,204,825,2.84,7.92,0.67,21.9,74.37
72.8,0.43,14.22,1.84,0.01,1.22,1.54,3.55,4.24,0.15,28.8,47.2,6.44,23,3.82,0.9,2.73,0.36,1.82,0.33,0.89,0.13,0.86,0.11,380,9.06,202,565,3.12,7.98,0.93,23.6,71.09
68.92,0.43,16.03,2.39,0.08,1.04,2.91,4.29,3.74,0.18,28.4,60.6,6.58,24.6,3.88,0.96,2.32,0.27,1.28,0.21,0.59,0.098,0.5,0.084,673,6.69,145,855,3.1,6.25,0.53,21.6,75.92
69.7,0.43,15.69,2.22,0.02,1.3,2.32,4.43,3.72,0.16,33.4,63.6,7.11,26.7,4.03,0.81,2.19,0.29,1.45,0.26,0.66,0.1,0.67,0.11,687,7.12,185,551,3.48,8.22,0.68,34.8,75.87
69.46,0.43,16.43,1.92,0,0.85,1.62,4.72,4.44,0.13,27,50.8,5.98,21,3.39,0.71,2.57,0.27,1.33,0.24,0.73,0.09,0.6,0.09,314,7.4,208,790,6.3,5.8,0,0,75.84
69.11,0.43,16.72,2.34,0.01,1.22,2.62,4.28,3.12,0.16,22.3,47.8,6.08,23.6,4.08,0.91,3.3,0.38,1.9,0.32,0.96,0.08,0.82,0.1,937,9.3,93,743,4.9,4.6,0,0,74.91
68.41,0.44,16.39,1.94,0.01,1.08,2.44,4.88,4.24,0.17,19.14,36.42,4.82,17.5,3.04,0.79,2.05,0.29,1.38,0.23,0.56,0.07,0.44,0.07,875,4.91,119,798,3.1,4.3,0.48,7.3,74.47
69.63,0.44,15.6,2.41,0.01,1.42,1.87,4.28,4.17,0.18,30,56.6,6.76,24.7,3.97,0.81,2.13,0.28,1.35,0.24,0.63,0.09,0.59,0.1,529,6.67,198,746,3.35,7.86,0.68,34.2,75.87
70.01,0.44,15.84,2.08,0.02,1.37,2.05,4.39,3.62,0.17,29.3,55.6,6.64,24.7,3.89,0.8,2.15,0.28,1.36,0.24,0.6,0.09,0.57,0.09,575,6.53,186,876,2.84,6.95,0.57,26.4,75.87
69.72,0.44,15.87,1.71,0.01,1.28,2.1,4.12,4.58,0.17,30.3,59.3,7.1,26.5,4.13,0.84,2.27,0.29,1.36,0.25,0.64,0.09,0.59,0.1,560,6.76,224,650,3.03,7.72,0.64,30.9,75.87
71.94,0.44,14.54,1.5,0.01,1.33,1.17,3.45,5.48,0.13,25.3,42,5.94,22,3.78,0.9,2.57,0.36,1.82,0.32,0.83,0.12,0.8,0.1,388,8.58,266,615,3.66,8.78,0.96,23.8,71.09
68.18,0.45,16.39,1.91,0.01,1.07,2.32,5.05,4.47,0.15,20.54,38.34,5.18,18.4,3.08,0.77,1.94,0.28,1.3,0.22,0.51,0.07,0.44,0.07,790,4.97,118,794,3.1,4.1,0.49,7.9,74.47
68.31,0.45,16.36,2.36,0.05,1.43,2.29,4.6,3.99,0.18,19.3,39.5,4.67,18.9,3.38,0.84,2.21,0.26,1.32,0.24,0.64,0.09,0.58,0.09,840,5.89,86.7,813,2.29,3.63,0.34,7.1,74.94
69.94,0.45,15.14,2.53,0.04,1.15,2.51,4.14,3.95,0.16,31.6,52.8,7.24,26.4,4.29,0.92,2.84,0.35,1.66,0.28,0.76,0.11,0.7,0.092,622,7.8,186,931,4.08,8.24,0.88,28.6,71.09
69.09,0.45,16.2,1.73,0.01,1.46,2.06,4.59,4.23,0.18,30.5,57.7,6.73,24.9,3.84,0.8,2.07,0.27,1.21,0.23,0.56,0.08,0.51,0.08,573,5.82,216,694,3.13,6.97,0.58,27.8,75.87
69.52,0.45,16.48,2.62,0.07,1.01,2.04,4.03,3.62,0.16,28.3,51.9,6.52,22.8,3.73,0.81,2.7,0.31,1.24,0.22,0.63,0.07,0.47,0.08,660,6.3,148.5,997,5.6,6,0,0,75.96
70.08,0.46,15.39,2.41,0.02,1.42,2.16,3.85,4.05,0.18,28.6,62.4,7,26.2,4.44,1,2.62,0.31,1.45,0.27,0.68,0.11,0.65,0.11,726,8.29,201,889,2.85,7.52,0.71,27.2,75.92
69.78,0.46,16.28,2.08,0.01,1.41,1.43,4.58,3.82,0.15,27.4,54.7,6.52,24.6,3.94,0.83,2.27,0.31,1.43,0.27,0.66,0.1,0.64,0.1,571,7.05,189,795,3.13,7.3,0.59,25.1,75.87
70.14,0.46,15.44,1.88,0.02,1.48,1.76,4.18,4.45,0.18,31.7,61.6,7.2,28.1,4.4,0.9,2.44,0.31,1.51,0.27,0.68,0.1,0.63,0.11,453,6.9,218,694,3.01,7.67,0.71,30.2,75.87
69.1,0.47,15.61,2.33,0.04,1.17,2.26,4.68,4.18,0.16,39.9,78.7,8.59,30,5.11,1.03,3.13,0.42,2.02,0.32,0.92,0.13,0.86,0.12,683,10.4,187,773,3.38,7.83,0.62,21.9,74.37
67.18,0.47,16.13,3.29,0.08,1.44,3.75,4.65,2.82,0.2,19.6,42.2,5.09,20.6,3.58,0.92,2.57,0.29,1.57,0.29,0.81,0.11,0.71,0.1,901,6.98,63.6,760,1.93,3.28,0.33,5.4,74.98
70.67,0.47,15.15,1.08,0.03,1.32,1.94,3.31,5.97,0.05,26.8,50.8,5.43,19.6,3.09,0.79,2.43,0.27,1.24,0.21,0.6,0.083,0.56,0.086,360,8.3,337,748,3.74,6.94,0.46,19.2,74.41
64.82,0.48,15.93,3.12,4.33,3.76,3.1,2.99,1.43,0.04,21.94,46.64,5.94,23.04,3.85,1.1,2.81,0.35,1.51,0.27,0.73,0.11,0.67,0.11,963,7.17,76.1,722,7.6,3.42,0.27,6.17,74.89
64.77,0.48,16.02,3.11,4.41,3.84,3.09,2.8,1.43,0.04,20.31,42.79,5.45,21.08,3.52,1.01,2.6,0.32,1.35,0.25,0.66,0.11,0.6,0.1,918,6.64,65.8,644,6.82,3.54,0.35,5.72,74.89
